P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.5,1157.63,316.49
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.92,1153.44,308.52
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.8,1163.73,264.92
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.62,1167.89,294.58
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,1.01,1156.29,285.26
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.74,1159.81,302.8
127001807.19,1229.34,24226176.79,2.85,851.19,59.77,0.85,1151.86,282.88
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.59,1083.45,290.69
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.8,1096.9,263.8
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.7,1077.97,282.36
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.97,1085.33,288.82
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.77,1088.32,272.28
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,1.03,1092.14,311.24
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.53,1091.89,315.83
127856472.21,1136.41,24374666.79,2.98,814.06,39.5,0.85,1081.84,302.41
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.82,1092.99,285.24
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.65,1090.24,295.93
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.5,1085.11,283.2
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.72,1078.52,315.93
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.85,1088.09,265.59
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,1.05,1081.43,273.83
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.97,1096.81,309.19
98224180.84,1122.4,24146176.06,2.87,816.26,25.36,0.64,1083.52,301.33
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.96,1049.85,280.67
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.76,1043.83,315.9
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.99,1054.58,295.54
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.81,1046.61,297.9
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.67,1057.42,275.46
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.5,1059.65,306.6
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.61,1050.3,269.49
37498884.25,1133.18,24151688.93,2.8,822.25,70.72,0.87,1060.96,288.66
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.95,1046.8,291.96
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.7,1050.39,272.53
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.52,1046.0,311.14
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.83,1060.62,302.03
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.59,1061.61,276.93
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.98,1055.24,316.91
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.85,1052.88,286.33
64149781.32,1091.86,24263989.72,2.96,802.95,27.92,0.72,1057.76,267.71
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,1.02,1183.01,296.47
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.9,1190.3,304.74
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.71,1193.76,271.03
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.58,1187.09,316.64
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.67,1185.84,283.88
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.95,1176.36,277.01
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.84,1180.25,298.1
38574648.67,1223.86,24541728.51,2.81,846.56,29.43,0.51,1178.46,264.65
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.66,1022.91,294.86
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,1.02,1025.01,288.59
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.78,1031.27,263.91
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.85,1020.29,274.89
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.51,1017.76,302.74
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.58,1029.53,279.62
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.95,1035.11,307.41
80696198.22,1056.49,24195676.2,2.82,812.14,20.9,0.71,1026.19,316.47
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.54,1043.51,283.07
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.84,1026.62,272.6
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.71,1038.79,313.94
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.6,1034.62,268.97
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,1.04,1040.1,300.47
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.93,1029.19,289.24
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.9,1035.64,296.69
105130306.91,1123.99,24895768.15,2.89,815.52,79.09,0.7,1031.84,304.71
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.77,1176.3,282.6
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.66,1191.45,273.72
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.8,1192.8,304.99
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.86,1180.77,303.63
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,1.02,1178.55,289.71
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.5,1183.39,269.29
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.6,1186.27,314.32
37158482.27,1268.67,24873719.16,2.89,821.11,74.57,0.96,1189.04,295.5
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.79,1133.46,263.15
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.52,1124.77,305.89
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.68,1128.71,273.68
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.88,1118.49,315.08
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.61,1126.48,288.95
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,1.0,1130.76,280.23
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.74,1121.75,292.99
138228713.22,1204.08,24662748.42,2.79,845.47,66.44,0.92,1137.38,301.34
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.63,1109.23,309.25
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.74,1096.27,316.49
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.88,1105.88,281.54
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.52,1104.98,293.23
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,1.02,1110.55,284.08
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.8,1115.12,299.33
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.93,1102.25,263.21
46706860.88,1186.34,24813921.19,2.75,827.71,71.01,0.67,1099.76,275.07
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.56,1125.21,292.01
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.69,1128.06,303.23
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.86,1121.72,314.38
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.71,1118.76,277.35
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.84,1134.49,267.86
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.99,1123.83,285.17
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.95,1129.52,275.07
31659960.35,1222.06,24815023.61,2.98,806.36,85.2,0.58,1134.29,310.45
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.88,1166.03,274.45
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.71,1159.76,311.95
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.63,1154.51,281.8
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.73,1161.22,269.79
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,1.0,1169.55,292.89
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.84,1171.03,304.61
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.97,1163.04,286.99
15619205.23,1249.23,24437822.8,2.81,808.5,76.38,0.54,1156.67,300.96
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.8,1071.75,284.63
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.63,1068.58,281.03
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,1.05,1059.23,298.39
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.75,1056.56,265.38
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.7,1063.21,309.61
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.85,1063.83,293.92
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.97,1067.63,317.99
109104881.4,1166.38,24430904.62,2.88,827.66,90.64,0.56,1074.16,270.08
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.94,983.08,264.51
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.75,985.29,310.89
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.82,990.94,286.4
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.56,979.84,282.79
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,1.01,988.62,290.79
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.62,978.85,314.81
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.88,974.88,274.67
60924599.19,1090.42,24084687.49,2.95,824.82,96.53,0.66,992.9,302.6
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.5,1171.94,313.3
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,1.05,1157.36,301.45
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.78,1165.22,289.07
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.57,1160.61,269.68
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.86,1166.92,271.99
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.69,1168.35,306.04
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.73,1154.82,279.2
74974623.76,1270.57,24751229.19,2.82,808.14,97.5,0.92,1160.48,292.62
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.91,1032.68,290.1
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.64,1022.11,298.23
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.82,1029.56,306.57
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.91,1025.87,274.63
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.72,1030.24,277.33
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.61,1024.63,314.13
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,0.51,1035.93,265.32
47572072.71,1090.72,24508420.88,2.9,841.2,53.5,1.02,1017.96,296.65
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,1.01,1220.26,301.13
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.76,1216.54,282.56
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.81,1215.58,314.32
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.6,1207.42,306.86
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.56,1222.5,273.46
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.7,1212.05,292.1
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.87,1209.15,267.11
104727143.61,1259.99,24312464.41,2.74,827.08,36.12,0.95,1204.66,286.58
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.99,1147.53,306.17
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.54,1149.63,293.83
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.89,1154.38,282.18
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.68,1142.95,288.92
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.76,1158.63,301.42
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.84,1146.52,269.67
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.95,1160.44,270.38
22665846.65,1223.66,24303524.51,2.86,833.46,61.65,0.63,1155.11,311.9
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.91,1069.41,274.72
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.72,1066.37,313.31
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,1.04,1052.4,286.85
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.6,1060.24,297.55
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.82,1058.73,269.12
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.51,1056.09,308.34
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.68,1054.69,281.54
43540199.0,1130.39,24961386.82,2.78,820.26,60.46,0.91,1064.33,292.46
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.87,1165.51,283.89
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.93,1160.67,271.44
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.99,1166.62,298.11
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.63,1156.59,291.98
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.84,1170.17,268.32
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.69,1162.0,304.95
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.51,1152.22,277.23
40541961.01,1270.21,24934917.27,2.99,799.49,99.2,0.76,1154.84,315.75
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.83,1163.06,282.96
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.57,1148.32,269.69
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.88,1146.8,310.39
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.51,1151.18,294.94
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.68,1159.72,302.17
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.92,1154.41,272.08
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,1.04,1160.88,288.55
62517745.99,1193.13,24980114.25,2.85,821.42,28.03,0.75,1155.68,317.09
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.55,986.49,282.63
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.86,990.9,314.15
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.67,993.27,276.47
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.57,980.69,306.47
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.92,976.05,265.98
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.78,984.35,288.37
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,1.03,977.93,293.16
54000792.62,1082.99,24807582.8,2.97,838.25,87.84,0.74,989.33,300.48
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.55,1026.4,274.74
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.58,1022.6,317.31
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,1.03,1018.27,283.37
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.65,1031.75,290.92
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.95,1020.96,298.78
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.9,1029.84,308.34
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.72,1027.37,269.88
81530769.68,1101.44,24498309.84,2.74,815.15,67.5,0.8,1013.95,284.6
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.77,1038.78,313.45
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.82,1054.4,270.12
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.61,1048.4,265.41
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.85,1044.49,300.98
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.93,1056.17,292.71
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.56,1051.59,307.09
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,1.01,1050.17,283.77
80850553.03,1098.95,24559494.28,2.88,835.43,40.34,0.66,1041.72,286.54
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.53,1116.42,310.85
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.69,1102.08,286.5
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.77,1113.42,317.23
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.83,1107.13,292.72
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.59,1111.74,263.24
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.9,1119.51,300.71
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,0.94,1104.25,273.15
51348703.86,1143.58,24859565.97,2.79,851.77,22.69,1.03,1109.57,280.45
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.57,1165.96,282.52
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.72,1155.97,307.05
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.56,1167.86,314.06
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.96,1160.54,270.09
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,1.04,1171.23,299.53
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.67,1173.53,285.06
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.88,1156.97,292.72
67979721.22,1246.19,24963428.48,2.92,847.17,71.74,0.79,1164.13,264.97
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,1.03,997.68,304.89
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.66,1009.24,283.02
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.51,1004.27,302.54
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.74,1012.72,317.22
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.83,1011.22,286.43
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.89,1000.65,294.61
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.59,1005.74,267.78
123197525.59,1070.75,24783218.23,2.99,837.81,53.85,0.94,1015.1,275.89
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.77,1053.32,263.45
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.56,1045.98,312.06
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.87,1045.72,300.01
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.96,1038.77,291.43
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.66,1054.06,310.78
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,1.04,1057.99,280.15
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.81,1042.44,272.21
68859287.24,1084.69,24010265.82,2.89,822.85,26.31,0.58,1050.42,289.8
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.65,993.93,306.49
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.9,1003.25,278.75
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,1.05,999.15,296.73
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.79,1008.5,268.97
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.75,1011.83,314.1
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.6,1005.6,275.72
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.93,1007.34,298.3
102351158.02,1089.35,24192558.89,2.84,837.26,76.02,0.56,996.88,287.13
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.6,990.29,282.98
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.54,992.73,309.02
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.68,998.11,264.87
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,1.03,993.96,295.89
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.97,984.94,284.42
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.91,982.54,300.17
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.75,979.56,276.6
55019564.4,1033.7,24765114.38,2.88,801.25,35.4,0.8,987.07,314.23
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.74,1175.26,317.5
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.66,1174.06,295.91
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.9,1182.61,310.86
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.51,1177.84,268.24
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,1.02,1163.98,270.6
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.97,1168.32,297.74
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.79,1171.22,277.49
74182936.37,1256.89,24561463.77,2.74,816.88,74.28,0.62,1166.23,284.92
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.5,1198.24,288.19
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.76,1187.24,304.27
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.88,1179.77,265.13
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.78,1194.48,317.6
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.7,1191.51,280.38
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.59,1184.58,304.4
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.98,1182.01,274.97
50224561.11,1237.19,24289336.88,2.97,832.8,38.81,0.96,1190.2,293.44
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.52,1223.58,302.95
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.66,1214.22,288.1
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.6,1210.72,310.98
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,1.01,1224.74,295.52
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.96,1218.35,265.53
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.73,1226.85,282.81
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.88,1212.69,272.21
45266411.35,1259.49,24949035.75,2.76,811.04,30.49,0.79,1219.47,313.55
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.56,1201.28,297.38
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.93,1185.26,280.65
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.98,1197.67,299.44
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.73,1203.53,263.67
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.89,1189.97,313.99
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.79,1195.34,288.77
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.68,1193.29,275.59
131615001.69,1245.39,24031083.97,2.79,835.92,40.47,0.58,1187.44,307.25
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.74,957.67,300.09
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.82,974.13,314.42
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,1.01,959.14,265.53
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.59,963.91,306.81
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.66,967.31,289.81
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.91,971.85,296.24
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.55,969.44,270.66
141689541.06,1057.1,24003368.08,2.87,799.96,80.55,0.85,966.12,279.24
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,1.0,1173.46,296.57
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.8,1170.92,277.68
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.76,1161.49,304.59
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.95,1165.84,302.35
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.61,1170.81,289.13
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.9,1176.12,313.54
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.51,1165.9,271.2
110361298.37,1231.13,24026057.74,2.84,808.1,52.76,0.67,1158.6,268.8
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.7,1159.3,277.3
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.62,1164.42,265.15
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.87,1161.11,297.72
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.54,1152.84,310.98
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,1.05,1148.97,285.15
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.84,1145.28,270.75
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.73,1155.74,293.76
35076091.82,1240.03,24557555.65,2.75,850.18,75.15,0.95,1151.43,316.66
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.57,1037.81,305.92
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.95,1019.58,277.33
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.74,1023.27,315.28
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.87,1034.34,300.24
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.54,1025.36,274.18
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.82,1030.92,266.55
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,0.69,1035.07,285.8
128151961.13,1101.87,24321590.78,3.0,816.59,62.32,1.02,1027.48,293.5
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.83,1049.53,288.4
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.68,1052.21,264.98
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.92,1056.26,302.19
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,1.05,1045.73,296.82
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.62,1043.99,305.42
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.88,1038.7,273.86
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.72,1041.1,280.56
83930798.66,1124.41,24739604.59,2.81,821.01,66.64,0.51,1053.74,315.9
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.82,1004.02,265.47
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.86,998.85,291.81
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.55,1012.81,280.76
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.72,1001.97,290.61
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.94,1006.59,313.11
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,1.0,1010.88,273.77
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.65,1016.52,306.73
25324816.32,1077.87,24255239.67,2.75,829.96,60.16,0.57,1008.53,299.28
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,1.01,1055.51,267.48
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.82,1039.83,310.81
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.66,1041.91,302.16
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.88,1043.72,295.57
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.51,1047.98,317.68
